Date,Rater,Correct_Answer_3_Label,Correct_Answer_5_Label,Rater_Answer_3_Label,Rater_Answer_5_Label,Label_Agreement_3,Label_Agreement_5,TaskID
10/14/05,B,Low,Okay,Average,Okay,no,yes,3089,
10/8/05,B,Average,Exceptional,Low,Exceptional,no,yes,3090,
10/26/05,C,Average,Okay,Low,Okay,no,yes,3091,
10/10/05,B,Average,Exceptional,High,Okay,no,no,3092,
10/6/05,E,Average,Great,High,Okay,no,no,3093,
10/4/05,D,Low,Exceptional,Average,Intermediate,no,no,3094,
10/14/05,A,High,Intermediate,Low,Intermediate,no,yes,3095,
10/11/05,B,High,Bad,High,Bad,yes,yes,3096,
10/11/05,D,Low,Great,Low,Intermediate,yes,no,3097,
10/21/05,A,Low,Bad,Low,Exceptional,yes,no,3098,
10/10/05,B,High,Okay,High,Okay,yes,yes,3099,
10/25/05,E,Low,Intermediate,Average,Okay,no,no,3100,
10/5/05,A,Average,Okay,Low,Okay,no,yes,3101,
10/12/05,A,High,Great,Low,Exceptional,no,no,3102,
10/25/05,E,High,Great,Low,Intermediate,no,no,3103,
10/5/05,D,High,Exceptional,Low,Okay,no,no,3104,
10/5/05,C,Average,Great,Low,Exceptional,no,no,3105,
10/14/05,E,Average,Intermediate,Average,Bad,yes,no,3106,
10/6/05,B,High,Bad,Average,Great,no,no,3107,
10/17/05,A,Low,Exceptional,High,Great,no,no,3108,
10/7/05,D,High,Great,High,Okay,yes,no,3109,
10/10/05,C,Average,Bad,Low,Exceptional,no,no,3110,
10/5/05,B,Low,Okay,Average,Bad,no,no,3111,
10/16/05,B,Low,Intermediate,Average,Exceptional,no,no,3112,
10/17/05,D,High,Bad,Average,Exceptional,no,no,3113,
10/11/05,A,Average,Okay,Low,Great,no,no,3114,
10/5/05,E,Low,Exceptional,High,Great,no,no,3115,
10/8/05,A,High,Exceptional,Average,Okay,no,no,3116,
10/17/05,A,Average,Okay,Low,Bad,no,no,3117,
10/17/05,C,Average,Bad,High,Okay,no,no,3118,
10/6/05,A,Low,Bad,High,Exceptional,no,no,3119,
10/28/05,A,Average,Exceptional,Average,Bad,yes,no,3120,
10/29/05,B,High,Bad,Low,Exceptional,no,no,3121,
10/10/05,C,Low,Intermediate,High,Intermediate,no,yes,3122,
10/3/05,A,Average,Great,High,Great,no,yes,3123,
10/8/05,E,High,Intermediate,High,Bad,yes,no,3124,
10/25/05,D,Low,Exceptional,Average,Great,no,no,3125,
10/21/05,B,Average,Exceptional,Average,Bad,yes,no,3126,
10/2/05,D,High,Intermediate,Average,Great,no,no,3127,
10/15/05,B,Average,Intermediate,Low,Okay,no,no,3128,
10/28/05,C,High,Great,Average,Intermediate,no,no,3129,
10/11/05,D,High,Okay,Average,Bad,no,no,3130,
10/23/05,C,Average,Intermediate,Average,Intermediate,yes,yes,3131,
10/26/05,C,High,Okay,Average,Intermediate,no,no,3132,
10/17/05,D,Average,Great,Average,Great,yes,yes,3133,
10/17/05,A,Average,Exceptional,High,Intermediate,no,no,3134,
10/20/05,C,High,Exceptional,Low,Bad,no,no,3135,
10/5/05,E,High,Exceptional,Low,Exceptional,no,yes,3136,
10/17/05,D,Low,Intermediate,High,Exceptional,no,no,3137,
10/19/05,E,Average,Okay,Average,Intermediate,yes,no,3138,
10/5/05,D,Low,Bad,Low,Intermediate,yes,no,3139,
10/1/05,D,Low,Exceptional,Average,Intermediate,no,no,3140,
10/9/05,D,Low,Okay,Low,Bad,yes,no,3141,
10/5/05,B,Average,Bad,Low,Exceptional,no,no,3142,
10/14/05,C,Low,Okay,Low,Okay,yes,yes,3143,
10/28/05,A,Average,Okay,Average,Okay,yes,yes,3144,
10/2/05,B,Average,Exceptional,Low,Great,no,no,3145,
10/26/05,B,High,Okay,Low,Bad,no,no,3146,
10/18/05,C,Low,Great,Low,Great,yes,yes,3147,
10/26/05,C,High,Intermediate,Average,Bad,no,no,3148,
10/25/05,A,Low,Exceptional,High,Exceptional,no,yes,3149,
10/2/05,A,Average,Great,Low,Great,no,yes,3150,
10/8/05,B,Average,Okay,Average,Exceptional,yes,no,3151,
10/26/05,B,High,Intermediate,High,Exceptional,yes,no,3152,
10/29/05,C,Average,Great,Low,Okay,no,no,3153,
10/1/05,C,Average,Great,Average,Okay,yes,no,3154,
10/19/05,C,Low,Great,Low,Bad,yes,no,3155,
10/11/05,E,High,Intermediate,Low,Okay,no,no,3156,
10/6/05,A,High,Bad,Low,Intermediate,no,no,3157,
10/30/05,B,Average,Okay,Low,Intermediate,no,no,3158,
10/11/05,C,Low,Exceptional,Low,Okay,yes,no,3159,
10/10/05,D,High,Great,High,Intermediate,yes,no,3160,
10/5/05,E,Low,Exceptional,Low,Great,yes,no,3161,
10/21/05,E,Low,Bad,Average,Okay,no,no,3162,
10/5/05,B,High,Exceptional,Low,Okay,no,no,3163,
10/11/05,B,High,Intermediate,High,Okay,yes,no,3164,
10/2/05,D,Average,Exceptional,Low,Great,no,no,3165,
10/30/05,B,High,Okay,Average,Great,no,no,3166,
10/23/05,C,Average,Okay,Average,Bad,yes,no,3167,
10/3/05,D,Average,Bad,Average,Okay,yes,no,3168,
10/7/05,C,Average,Intermediate,Low,Intermediate,no,yes,3169,
10/19/05,E,Low,Great,Average,Exceptional,no,no,3170,
10/24/05,C,Average,Okay,High,Okay,no,yes,3171,
10/9/05,E,Low,Okay,High,Intermediate,no,no,3172,
10/18/05,C,High,Okay,Average,Okay,no,yes,3173,
10/18/05,C,Low,Intermediate,Average,Okay,no,no,3174,
10/22/05,A,High,Okay,High,Great,yes,no,3175,
10/4/05,B,High,Exceptional,High,Intermediate,yes,no,3176,
10/5/05,B,Low,Exceptional,Low,Intermediate,yes,no,3177,
10/26/05,E,High,Okay,Low,Exceptional,no,no,3178,
10/15/05,D,Low,Bad,Low,Great,yes,no,3179,
10/24/05,E,High,Great,Low,Intermediate,no,no,3180,
10/20/05,D,Low,Okay,Low,Great,yes,no,3181,
10/15/05,B,High,Okay,Average,Intermediate,no,no,3182,
10/11/05,A,Average,Okay,Low,Great,no,no,3183,
10/29/05,B,Low,Great,Low,Okay,yes,no,3184,
10/16/05,B,High,Okay,High,Great,yes,no,3185,
10/16/05,A,Low,Exceptional,Average,Okay,no,no,3186,
10/7/05,A,Average,Great,High,Exceptional,no,no,3187,
10/14/05,A,High,Bad,Average,Great,no,no,3188,
10/27/05,B,Average,Great,High,Intermediate,no,no,3189,
10/29/05,E,High,Great,High,Intermediate,yes,no,3190,
10/18/05,A,High,Exceptional,Low,Bad,no,no,3191,
10/10/05,C,Low,Bad,Average,Exceptional,no,no,3192,
10/1/05,B,High,Okay,Low,Intermediate,no,no,3193,
10/27/05,C,High,Exceptional,Low,Intermediate,no,no,3194,
10/25/05,B,Low,Intermediate,Low,Exceptional,yes,no,3195,
10/30/05,D,Average,Great,Average,Great,yes,yes,3196,
10/10/05,D,Low,Bad,Low,Exceptional,yes,no,3197,
10/19/05,E,Average,Intermediate,High,Bad,no,no,3198,
10/12/05,D,Low,Exceptional,Average,Great,no,no,3199,
10/17/05,B,High,Intermediate,High,Intermediate,yes,yes,3200,
10/27/05,D,Low,Exceptional,Average,Great,no,no,3201,
10/11/05,C,Low,Bad,High,Intermediate,no,no,3202,
10/13/05,D,Average,Intermediate,High,Great,no,no,3203,
10/9/05,D,Average,Okay,High,Great,no,no,3204,
10/26/05,E,Average,Intermediate,High,Intermediate,no,yes,3205,
10/4/05,D,Average,Okay,Low,Exceptional,no,no,3206,
10/10/05,A,High,Okay,Average,Great,no,no,3207,
10/4/05,D,Low,Exceptional,Low,Okay,yes,no,3208,
10/19/05,B,Average,Exceptional,High,Bad,no,no,3209,
10/1/05,A,Average,Bad,Low,Great,no,no,3210,
10/12/05,E,Low,Intermediate,High,Intermediate,no,yes,3211,
10/7/05,E,High,Bad,Low,Bad,no,yes,3212,
10/13/05,A,Low,Great,High,Okay,no,no,3213,
10/3/05,C,High,Intermediate,Average,Exceptional,no,no,3214,
10/6/05,C,Average,Okay,Average,Intermediate,yes,no,3215,
10/19/05,D,Average,Intermediate,Low,Okay,no,no,3216,
10/16/05,C,Average,Okay,High,Okay,no,yes,3217,
10/6/05,C,Low,Intermediate,High,Exceptional,no,no,3218,
10/27/05,A,Low,Bad,Average,Okay,no,no,3219,
10/8/05,E,Average,Great,Average,Bad,yes,no,3220,
10/5/05,A,Low,Great,Average,Exceptional,no,no,3221,
10/4/05,E,Average,Great,Average,Bad,yes,no,3222,
10/6/05,A,High,Bad,Average,Great,no,no,3223,
10/7/05,B,Average,Bad,Average,Intermediate,yes,no,3224,
10/20/05,B,Average,Exceptional,Low,Intermediate,no,no,3225,
10/18/05,A,Average,Bad,Low,Intermediate,no,no,3226,
10/26/05,E,Low,Great,High,Okay,no,no,3227,
10/29/05,B,Low,Great,Low,Intermediate,yes,no,3228,
10/17/05,C,Average,Bad,High,Okay,no,no,3229,
10/18/05,B,High,Intermediate,Average,Okay,no,no,3230,
10/9/05,A,Average,Okay,Low,Intermediate,no,no,3231,
10/26/05,D,Low,Great,Average,Exceptional,no,no,3232,
10/7/05,D,Low,Exceptional,High,Intermediate,no,no,3233,
10/7/05,B,Average,Exceptional,Low,Intermediate,no,no,3234,
10/19/05,C,Average,Exceptional,Average,Bad,yes,no,3235,
10/8/05,C,Average,Bad,High,Okay,no,no,3236,
10/6/05,A,Average,Great,Low,Okay,no,no,3237,
10/16/05,B,High,Okay,Low,Bad,no,no,3238,
10/22/05,E,Low,Great,High,Great,no,yes,3239,
10/28/05,D,Low,Great,Low,Intermediate,yes,no,3240,
10/6/05,B,High,Bad,Average,Great,no,no,3241,
10/15/05,B,High,Intermediate,Average,Bad,no,no,3242,
10/9/05,C,Average,Okay,High,Intermediate,no,no,3243,
10/30/05,C,Average,Great,Low,Exceptional,no,no,3244,
10/4/05,E,High,Great,Average,Intermediate,no,no,3245,
10/5/05,D,High,Intermediate,Average,Exceptional,no,no,3246,
10/19/05,C,High,Bad,High,Exceptional,yes,no,3247,
10/8/05,E,Low,Intermediate,High,Bad,no,no,3248,
10/1/05,A,Low,Exceptional,High,Okay,no,no,3249,
10/23/05,D,High,Exceptional,Average,Great,no,no,3250,
10/21/05,B,Average,Okay,Average,Exceptional,yes,no,3251,
10/11/05,A,Average,Exceptional,High,Exceptional,no,yes,3252,
10/14/05,B,Average,Intermediate,High,Bad,no,no,3253,
10/23/05,D,High,Great,Average,Okay,no,no,3254,
10/21/05,B,Average,Exceptional,High,Great,no,no,3255,
10/10/05,B,High,Intermediate,High,Intermediate,yes,yes,3256,
10/18/05,E,Average,Okay,Average,Bad,yes,no,3257,
10/11/05,A,Average,Exceptional,Average,Great,yes,no,3258,
10/10/05,C,Low,Exceptional,High,Intermediate,no,no,3259,
10/18/05,D,High,Okay,Average,Great,no,no,3260,
10/8/05,C,Low,Bad,Average,Bad,no,yes,3261,
10/2/05,C,High,Intermediate,High,Exceptional,yes,no,3262,
10/3/05,A,Average,Okay,High,Exceptional,no,no,3263,
10/2/05,B,Average,Okay,Low,Bad,no,no,3264,
10/3/05,E,Low,Exceptional,Average,Bad,no,no,3265,
10/15/05,A,Average,Okay,Average,Intermediate,yes,no,3266,
10/11/05,B,Low,Great,High,Exceptional,no,no,3267,
10/2/05,B,Low,Intermediate,High,Intermediate,no,yes,3268,
10/19/05,B,Low,Intermediate,Low,Great,yes,no,3269,
10/17/05,D,Low,Exceptional,Low,Great,yes,no,3270,
10/6/05,B,Low,Intermediate,Average,Okay,no,no,3271,
10/8/05,E,Average,Okay,Average,Okay,yes,yes,3272,
10/10/05,A,High,Intermediate,High,Bad,yes,no,3273,
10/7/05,D,High,Great,Average,Bad,no,no,3274,
10/2/05,D,High,Great,Average,Great,no,yes,3275,
10/26/05,D,Low,Exceptional,Average,Bad,no,no,3276,
10/20/05,D,High,Great,Average,Okay,no,no,3277,
10/15/05,C,Low,Okay,High,Okay,no,yes,3278,
10/20/05,B,High,Bad,High,Okay,yes,no,3279,
10/12/05,C,Average,Exceptional,High,Great,no,no,3280,
10/5/05,A,Low,Okay,High,Intermediate,no,no,3281,
10/25/05,A,High,Okay,High,Great,yes,no,3282,
10/7/05,D,High,Great,High,Great,yes,yes,3283,
10/29/05,A,Low,Okay,Average,Exceptional,no,no,3284,
10/12/05,E,Low,Intermediate,Low,Bad,yes,no,3285,
10/5/05,E,Low,Exceptional,High,Bad,no,no,3286,
10/5/05,C,Average,Exceptional,High,Exceptional,no,yes,3287,
10/18/05,A,High,Great,High,Exceptional,yes,no,3288,
10/20/05,D,Low,Okay,Low,Bad,yes,no,3289,
10/7/05,C,Average,Bad,High,Intermediate,no,no,3290,
10/20/05,B,Average,Intermediate,High,Okay,no,no,3291,
10/24/05,C,Average,Great,Average,Intermediate,yes,no,3292,
10/18/05,D,Low,Exceptional,Average,Okay,no,no,3293,
10/5/05,B,Low,Exceptional,Average,Exceptional,no,yes,3294,
10/11/05,C,Average,Great,Low,Intermediate,no,no,3295,
10/11/05,C,High,Okay,High,Intermediate,yes,no,3296,
10/8/05,E,High,Intermediate,Low,Bad,no,no,3297,
10/27/05,C,High,Exceptional,High,Exceptional,yes,yes,3298,
10/29/05,E,Average,Okay,Low,Okay,no,yes,3299,
10/19/05,B,High,Bad,High,Intermediate,yes,no,3300,
10/22/05,E,High,Great,Average,Exceptional,no,no,3301,
10/8/05,E,Low,Bad,Average,Bad,no,yes,3302,
10/21/05,D,High,Exceptional,Average,Great,no,no,3303,
10/24/05,B,Low,Exceptional,Low,Intermediate,yes,no,3304,
10/2/05,E,Low,Intermediate,Average,Great,no,no,3305,
10/20/05,C,Average,Bad,High,Bad,no,yes,3306,
10/24/05,A,Low,Great,Low,Great,yes,yes,3307,
10/7/05,D,High,Great,Low,Exceptional,no,no,3308,
10/24/05,A,Average,Exceptional,High,Exceptional,no,yes,3309,
10/22/05,B,Low,Great,High,Okay,no,no,3310,
10/16/05,C,Low,Bad,Average,Okay,no,no,3311,
10/10/05,E,Low,Bad,Low,Bad,yes,yes,3312,
10/3/05,D,Average,Okay,Low,Intermediate,no,no,3313,
10/9/05,B,Low,Exceptional,Low,Okay,yes,no,3314,
10/23/05,B,Average,Intermediate,High,Exceptional,no,no,3315,
10/18/05,B,High,Okay,Low,Bad,no,no,3316,
10/30/05,E,Low,Exceptional,High,Intermediate,no,no,3317,
10/21/05,D,High,Bad,Average,Bad,no,yes,3318,
10/14/05,A,Average,Bad,High,Okay,no,no,3319,
10/27/05,C,Average,Intermediate,Low,Great,no,no,3320,
10/9/05,C,Low,Okay,Low,Bad,yes,no,3321,
10/13/05,B,High,Intermediate,High,Okay,yes,no,3322,
10/24/05,B,Low,Bad,Average,Exceptional,no,no,3323,
10/12/05,A,High,Okay,High,Great,yes,no,3324,
10/14/05,D,High,Great,Average,Okay,no,no,3325,
10/26/05,E,High,Intermediate,Low,Great,no,no,3326,
10/6/05,A,High,Bad,High,Intermediate,yes,no,3327,
10/21/05,A,High,Bad,Low,Exceptional,no,no,3328,
10/25/05,C,Low,Bad,Average,Bad,no,yes,3329,
10/16/05,E,High,Okay,Average,Intermediate,no,no,3330,
10/26/05,E,High,Intermediate,Average,Bad,no,no,3331,
10/2/05,E,High,Great,Low,Exceptional,no,no,3332,
10/30/05,A,Low,Exceptional,Average,Intermediate,no,no,3333,
10/16/05,B,High,Okay,High,Great,yes,no,3334,
10/3/05,D,Average,Okay,Average,Exceptional,yes,no,3335,
10/7/05,D,High,Bad,Average,Okay,no,no,3336,
10/11/05,E,Average,Intermediate,High,Bad,no,no,3337,
10/3/05,A,Average,Bad,Low,Okay,no,no,3338,
10/13/05,D,High,Intermediate,Low,Great,no,no,3339,
10/28/05,C,Average,Bad,Low,Intermediate,no,no,3340,
10/23/05,A,Low,Exceptional,Average,Intermediate,no,no,3341,
10/26/05,A,Low,Intermediate,Low,Great,yes,no,3342,
10/20/05,D,High,Great,High,Bad,yes,no,3343,
10/21/05,E,Average,Exceptional,Low,Intermediate,no,no,3344,
10/15/05,B,High,Intermediate,High,Great,yes,no,3345,
10/7/05,D,Average,Bad,Low,Okay,no,no,3346,
10/6/05,D,Low,Exceptional,High,Intermediate,no,no,3347,
10/12/05,D,Average,Bad,High,Okay,no,no,3348,
10/28/05,E,Average,Okay,High,Okay,no,yes,3349,
10/7/05,A,High,Intermediate,High,Okay,yes,no,3350,
10/15/05,D,Average,Okay,Average,Exceptional,yes,no,3351,
10/15/05,D,Average,Okay,Low,Great,no,no,3352,
10/9/05,C,High,Okay,Low,Exceptional,no,no,3353,
10/2/05,C,Low,Great,Average,Exceptional,no,no,3354,
10/2/05,A,Low,Intermediate,High,Okay,no,no,3355,
10/13/05,D,High,Intermediate,High,Exceptional,yes,no,3356,
10/21/05,B,Low,Intermediate,Low,Intermediate,yes,yes,3357,
10/26/05,E,High,Bad,Average,Exceptional,no,no,3358,
10/4/05,B,Average,Intermediate,Average,Great,yes,no,3359,
10/29/05,E,Low,Exceptional,Low,Intermediate,yes,no,3360,
10/3/05,D,High,Great,Low,Exceptional,no,no,3361,
10/8/05,A,High,Intermediate,Average,Okay,no,no,3362,
10/10/05,A,High,Intermediate,Low,Intermediate,no,yes,3363,
10/30/05,B,High,Okay,Low,Exceptional,no,no,3364,
10/10/05,E,Average,Great,High,Great,no,yes,3365,
10/15/05,D,High,Intermediate,Average,Intermediate,no,yes,3366,
10/18/05,E,Low,Exceptional,Low,Great,yes,no,3367,
10/26/05,C,High,Exceptional,High,Great,yes,no,3368,
10/15/05,A,Low,Exceptional,Low,Okay,yes,no,3369,
10/6/05,A,High,Bad,High,Bad,yes,yes,3370,
10/5/05,B,Average,Okay,Average,Okay,yes,yes,3371,
10/2/05,B,Low,Intermediate,Average,Exceptional,no,no,3372,
10/20/05,E,High,Great,Average,Exceptional,no,no,3373,
10/26/05,E,High,Okay,High,Intermediate,yes,no,3374,
10/2/05,C,Low,Intermediate,Low,Okay,yes,no,3375,
10/3/05,D,High,Exceptional,Low,Intermediate,no,no,3376,
10/21/05,A,Low,Great,Low,Bad,yes,no,3377,
10/15/05,E,Average,Exceptional,High,Exceptional,no,yes,3378,
10/23/05,D,High,Intermediate,High,Okay,yes,no,3379,
10/2/05,B,Low,Exceptional,Low,Great,yes,no,3380,
10/22/05,C,Average,Bad,Average,Okay,yes,no,3381,
10/9/05,C,Low,Bad,Average,Great,no,no,3382,
10/29/05,A,High,Okay,High,Great,yes,no,3383,
10/23/05,A,Average,Intermediate,Low,Intermediate,no,yes,3384,
10/28/05,C,High,Bad,High,Intermediate,yes,no,3385,
10/19/05,E,High,Great,Low,Intermediate,no,no,3386,
10/30/05,E,High,Bad,Average,Great,no,no,3387,
10/4/05,E,Low,Bad,Average,Intermediate,no,no,3388,
10/13/05,D,Low,Exceptional,Average,Exceptional,no,yes,3389,
10/21/05,C,Average,Okay,Average,Okay,yes,yes,3390,
10/2/05,C,High,Bad,Low,Bad,no,yes,3391,
10/11/05,C,High,Exceptional,High,Great,yes,no,3392,
10/10/05,D,High,Exceptional,Low,Okay,no,no,3393,
10/4/05,B,Average,Okay,Average,Intermediate,yes,no,3394,
10/10/05,B,High,Bad,Average,Okay,no,no,3395,
10/4/05,A,Average,Intermediate,Average,Intermediate,yes,yes,3396,
10/7/05,C,Low,Great,High,Bad,no,no,3397,
10/28/05,A,Average,Okay,Average,Exceptional,yes,no,3398,
10/11/05,B,High,Okay,High,Okay,yes,yes,3399,
10/26/05,A,Average,Exceptional,Average,Intermediate,yes,no,3400,
10/24/05,E,High,Exceptional,Average,Bad,no,no,3401,
10/28/05,E,Low,Bad,High,Exceptional,no,no,3402,
10/26/05,A,Average,Exceptional,Average,Great,yes,no,3403,
10/6/05,A,Low,Bad,High,Intermediate,no,no,3404,
10/27/05,D,High,Great,Low,Bad,no,no,3405,
10/4/05,A,High,Great,Low,Exceptional,no,no,3406,
10/19/05,B,Average,Bad,High,Okay,no,no,3407,
10/16/05,B,High,Intermediate,High,Bad,yes,no,3408,
10/8/05,C,Low,Bad,High,Okay,no,no,3409,
10/9/05,E,High,Okay,Low,Okay,no,yes,3410,
10/19/05,E,Average,Intermediate,High,Exceptional,no,no,3411,
10/28/05,E,High,Okay,High,Okay,yes,yes,3412,
10/19/05,E,High,Okay,Average,Bad,no,no,3413,
10/5/05,C,High,Intermediate,High,Intermediate,yes,yes,3414,
10/15/05,A,High,Okay,High,Great,yes,no,3415,
10/12/05,C,Average,Great,Low,Great,no,yes,3416,
10/3/05,A,Low,Okay,Low,Great,yes,no,3417,
10/2/05,E,Average,Okay,Average,Exceptional,yes,no,3418,
10/22/05,D,High,Great,Low,Okay,no,no,3419,
10/9/05,A,Low,Exceptional,Low,Intermediate,yes,no,3420,
10/10/05,C,High,Exceptional,Low,Exceptional,no,yes,3421,
10/20/05,D,High,Bad,High,Exceptional,yes,no,3422,
10/27/05,C,Low,Exceptional,High,Great,no,no,3423,
10/19/05,B,Low,Exceptional,High,Okay,no,no,3424,
10/2/05,D,Average,Exceptional,Low,Great,no,no,3425,
10/28/05,E,Average,Exceptional,Low,Okay,no,no,3426,
10/17/05,E,High,Exceptional,Low,Okay,no,no,3427,
10/8/05,A,High,Exceptional,High,Okay,yes,no,3428,
10/3/05,A,High,Great,Average,Exceptional,no,no,3429,
10/4/05,D,High,Bad,Low,Great,no,no,3430,
10/25/05,E,High,Okay,Low,Exceptional,no,no,3431,
10/5/05,E,High,Bad,Low,Bad,no,yes,3432,
10/24/05,A,High,Exceptional,High,Bad,yes,no,3433,
10/10/05,A,High,Great,High,Exceptional,yes,no,3434,
10/20/05,E,High,Okay,High,Okay,yes,yes,3435,
10/29/05,C,High,Exceptional,High,Great,yes,no,3436,
10/2/05,B,Average,Bad,High,Okay,no,no,3437,
10/20/05,C,Low,Great,High,Exceptional,no,no,3438,
10/27/05,D,Low,Exceptional,Low,Okay,yes,no,3439,
10/19/05,D,Low,Okay,High,Great,no,no,3440,
10/16/05,A,High,Okay,High,Intermediate,yes,no,3441,
10/26/05,B,Low,Intermediate,Low,Okay,yes,no,3442,
10/27/05,C,Low,Bad,High,Bad,no,yes,3443,
10/24/05,D,High,Great,High,Bad,yes,no,3444,
10/2/05,E,Low,Intermediate,Low,Bad,yes,no,3445,
10/10/05,D,High,Bad,Low,Bad,no,yes,3446,
10/17/05,B,Low,Intermediate,Average,Okay,no,no,3447,
10/15/05,A,Average,Intermediate,Average,Great,yes,no,3448,
10/10/05,D,High,Intermediate,Average,Great,no,no,3449,
10/18/05,C,Low,Great,Average,Bad,no,no,3450,
10/29/05,C,High,Intermediate,High,Intermediate,yes,yes,3451,
10/9/05,D,Average,Intermediate,High,Great,no,no,3452,
10/8/05,D,Average,Exceptional,High,Great,no,no,3453,
10/21/05,A,Average,Bad,Average,Intermediate,yes,no,3454,
10/16/05,A,Low,Exceptional,Average,Intermediate,no,no,3455,
10/15/05,E,Average,Bad,Average,Great,yes,no,3456,
10/18/05,D,High,Bad,High,Okay,yes,no,3457,
10/5/05,C,High,Intermediate,High,Great,yes,no,3458,
10/7/05,B,Average,Okay,Average,Bad,yes,no,3459,
10/6/05,C,High,Great,Low,Intermediate,no,no,3460,
10/3/05,D,Low,Intermediate,Low,Bad,yes,no,3461,
10/3/05,C,Low,Bad,Low,Okay,yes,no,3462,
10/2/05,E,Low,Okay,Average,Great,no,no,3463,
10/5/05,D,Average,Intermediate,Low,Okay,no,no,3464,
10/8/05,B,Average,Bad,Average,Great,yes,no,3465,
10/30/05,B,Low,Intermediate,Average,Bad,no,no,3466,
10/3/05,C,Average,Bad,Low,Okay,no,no,3467,
10/30/05,B,Average,Bad,High,Exceptional,no,no,3468,
10/20/05,D,High,Okay,Average,Bad,no,no,3469,
10/24/05,B,High,Great,Average,Exceptional,no,no,3470,
10/18/05,B,High,Okay,Low,Intermediate,no,no,3471,
10/1/05,D,Average,Bad,Low,Exceptional,no,no,3472,
10/20/05,E,Average,Okay,High,Bad,no,no,3473,
10/9/05,E,Low,Great,Low,Great,yes,yes,3474,
10/6/05,C,Low,Exceptional,Low,Great,yes,no,3475,
10/30/05,B,Low,Bad,High,Great,no,no,3476,
10/14/05,E,High,Exceptional,Low,Intermediate,no,no,3477,
10/17/05,A,Average,Great,High,Bad,no,no,3478,
10/8/05,D,High,Intermediate,High,Okay,yes,no,3479,
10/14/05,C,Low,Exceptional,Low,Okay,yes,no,3480,
10/21/05,E,Low,Exceptional,Average,Exceptional,no,yes,3481,
10/1/05,C,High,Bad,High,Exceptional,yes,no,3482,
10/29/05,D,Average,Exceptional,Average,Bad,yes,no,3483,
10/21/05,A,Low,Great,Average,Exceptional,no,no,3484,
10/18/05,D,Average,Intermediate,High,Great,no,no,3485,
10/29/05,D,High,Exceptional,High,Bad,yes,no,3486,
10/30/05,A,High,Great,Average,Great,no,yes,3487,
10/10/05,A,Average,Okay,Average,Okay,yes,yes,3488,
10/21/05,D,Average,Intermediate,Average,Exceptional,yes,no,3489,
10/24/05,B,Low,Okay,Average,Intermediate,no,no,3490,
10/20/05,D,Average,Intermediate,Average,Exceptional,yes,no,3491,
10/30/05,A,Low,Great,High,Intermediate,no,no,3492,
10/20/05,D,High,Great,High,Exceptional,yes,no,3493,
10/27/05,B,Average,Intermediate,Low,Bad,no,no,3494,
10/13/05,E,High,Intermediate,Low,Bad,no,no,3495,
10/8/05,A,Average,Exceptional,Average,Bad,yes,no,3496,
10/6/05,C,Average,Exceptional,Average,Bad,yes,no,3497,
10/27/05,B,Average,Great,Low,Intermediate,no,no,3498,
10/21/05,B,Low,Intermediate,Average,Intermediate,no,yes,3499,
10/22/05,E,Average,Exceptional,Average,Exceptional,yes,yes,3500,
10/12/05,A,Low,Great,Low,Intermediate,yes,no,3501,
10/20/05,B,Low,Bad,Low,Bad,yes,yes,3502,
10/9/05,A,High,Okay,Low,Okay,no,yes,3503,
10/8/05,A,High,Bad,High,Great,yes,no,3504,
10/1/05,D,Low,Bad,Average,Exceptional,no,no,3505,
10/24/05,B,Average,Exceptional,Average,Exceptional,yes,yes,3506,
10/29/05,A,High,Intermediate,Low,Intermediate,no,yes,3507,
10/12/05,B,Average,Bad,Average,Exceptional,yes,no,3508,
10/7/05,B,Low,Okay,High,Bad,no,no,3509,
10/27/05,C,High,Great,Average,Great,no,yes,3510,
10/7/05,C,Average,Intermediate,Average,Okay,yes,no,3511,
10/6/05,D,Average,Exceptional,Low,Exceptional,no,yes,3512,
10/12/05,B,Low,Bad,High,Bad,no,yes,3513,
10/9/05,A,Low,Bad,Low,Exceptional,yes,no,3514,
10/25/05,E,Average,Okay,Average,Exceptional,yes,no,3515,
10/18/05,B,Average,Great,Low,Okay,no,no,3516,
10/24/05,D,Low,Bad,Average,Okay,no,no,3517,
10/5/05,C,Average,Exceptional,Average,Okay,yes,no,3518,
10/18/05,B,Low,Bad,High,Great,no,no,3519,
10/2/05,B,Average,Intermediate,Average,Intermediate,yes,yes,3520,
10/24/05,E,Average,Exceptional,Average,Bad,yes,no,3521,
10/25/05,C,Average,Bad,Average,Great,yes,no,3522,
10/5/05,A,High,Bad,Low,Exceptional,no,no,3523,
10/21/05,A,Average,Intermediate,Low,Bad,no,no,3524,
10/28/05,A,High,Bad,Average,Bad,no,yes,3525,
10/26/05,E,Low,Exceptional,High,Okay,no,no,3526,
10/26/05,A,Low,Exceptional,High,Intermediate,no,no,3527,
10/20/05,B,Low,Bad,High,Okay,no,no,3528,
10/8/05,C,High,Okay,High,Great,yes,no,3529,
10/12/05,D,Average,Bad,Average,Great,yes,no,3530,
